utterance,5W1H
"Using Windows 10, my keyboard in Microsoft edge stopped typing.  It works with other applications and brousers.   What is the fix? ***Post moved by the moderator to the appropriate forum category.***","[0, 0, 0, 0, 0, 0]"
"Hi,  There might be a corrupted program and application files that causes this one to happen. We need to ask you the following questions so we can further assist you with your concern:   We will be waiting for your response.","[0, 0, 0, 0, 0, 0]"
"Hi,      We noticed that your post has been inactive for quite some time. We just want to check on things and confirm if you're still experiencing this issue. If so, don't hesitate to post back with relevant information based on Vincent Dich's questions as this will help us better identify the issue at hand and come up with the most appropriate solution or advice.    Do post back if you need further assistance.","[0, 0, 0, 0, 0, 0]"
1 no 2 no 3 no 4 no 5 ran malwear scan and deleted strings etc.  after reboot the problem ceased.   Thanks for your consideration.  ,"[0, 0, 0, 0, 0, 0]"
* Moved from Community Participation Center Is it available only for xbox one or is it available for xbox 360 aswell ? https://www.microsoft.com/en-us/store/p/ea-sports-fifa-17/btvffddz0tl4,"[0, 0, 0, 0, 0, 0]"
Hours of Operation: 600h to 2200h / Pacific Standard Time / everyday  International (Direct Dial to U.S.A): 425-635-7180  XBox LIVE - Service Status http://support.xbox.com/en-US/xbox-live-status  Manage XBox Live Account http://support.xbox.com/en-US/billing-and-subscriptions/account-management/xbox-live-account-management  Xbox Live - Policy & Enforcement - Account Suspension - Case Review https://enforcement.xbox.com/Home/HowTo#sub-topic0-6  Xbox Live - Policy and Enforcement https://enforcement.xbox.com/en-US  Xbox - Feedback http://xbox.uservoice.com/ ,"[0, 0, 0, 0, 0, 0]"
Thank you ,"[0, 0, 0, 0, 0, 0]"
"Hello, I just did a Windows 10 Creator update and now all of my photos, in thumbnail form, show only the Microsoft Office Photo App insignia. Once I press, I can see the picture, but I would like to see what's in the picture while it's in thumbnail form, which I could before the update. How do I change back to that? Thanks, Marvin","[1, 0, 0, 0, 0, 1]"
Use the following instructions to Reset your thumbnail cache: https://www.groovypost.com/howto/fix-broken-missing-icons-thumbnails-windows-10/,"[0, 0, 0, 0, 0, 1]"
"Open Settings>Apps>Default Apps, click on the default Photo App to show other options, choose Windows Photos App, as opposed to Office Photos app. If you're still not seeing the view you want with the preferred App open File Explorer, choose View tab, then Options, then Change Folder and Search Options, in Folder Options select the View tab and tick the boxes for the thumbnail choices you want. Feel free to ask back any questions and let us know how it goes. I'll keep working with you until it's resolved.","[0, 0, 0, 0, 0, 1]"
"Mr. Da Costa, I think you might want to check your links. A while ago, I took your advice and pressed on one of your links, a message popped up and asked for my Microsoft account's password. I don't know if you're aware that was happening, but it's a security breach. So, I'd just as soon not try again. Marvin","[0, 0, 0, 0, 0, 0]"
"Well, it opens the website groovypost.com with the article How to Fix Broken or Missing Icons and Thumbnails in Windows 10. You can also try resetting from the run command: press Windows key + R Type: ie4uinit -show then hit Enter Whatever site is asking for a Microsoft Account, would likely be the Microsoft Community Forum article page. Its likely asking you to sign in to view and make a comment.","[0, 0, 0, 0, 0, 1]"
"Hello Tiffany, I tried both options, though I'm not sure I knew exactly what I was doing regarding the second option. Choosing Windows photo app as default did not change anything, and when I went into Change Folder and Search Options, went into View, I was not sure what boxes to tick off -- that is what boxes should have checks in them or not. Thanks, DaffyMarvin","[1, 0, 1, 0, 0, 0]"
"Uncheck ""Always show Icons, never Thumbnails"" You said "" now all of my photos, in thumbnail form, show only the Microsoft Office Photo App insignia."" But if you changed the Default to Windows Photo app, are you still seeing the ""Office Photo App insignia?""","[0, 0, 0, 0, 0, 1]"
"Hi MarvinDuckKangaroo In Windows File Explorer, on the View Ribbon, click 'Options' On the resulting dialog, click the View Tab In that list, the top item, 'Always show icons, never Thumbnails' should be unchecked Close that dialog, then on the layout section, choose Large, medium or small icons You should then be able to see thumbnails of your image files . . .","[0, 0, 0, 0, 0, 1]"
"Hi Tiffany, Thanks so much. You solved it; my thumbnail photos are not showing any insignia, just the picture, which is what I wanted. I unchecked the box and also changed default app to Windows, but I have one last question: there are two Windows apps, one for Windows 10, which I have, and one, which says Windows Photo Viewer.  Does it matter which one I use? Thanks, DaffyMarvin","[1, 0, 0, 0, 0, 1]"
"When I add a Folder / Album of photos to the Photo App via settings not all of the photos in the selected Folder / Album are available to view in this Photo App. I have had a look on the App feedback and it seems to be a huge problem experienced by many Windows 10 users with this Photo App, i.e. missing photos from selected Folders. ","[0, 0, 0, 0, 0, 0]"
"Hello,  Thank you for posting in Microsoft Community.  I understand the inconvenience you are facing in Windows. We will help you.  Let’s try with some steps which helps you resolving the issue. Step 1: Run a Windows app troubleshooter and check. Refer: Windows app troubleshooter  Step 2: I also suggest you to try creating a new user account and check if issue persists.  Click on the below link to check how to create new user account linking a Microsoft account in Windows 10 Microsoft Support link: http://windows.microsoft.com/en-us/windows-10/getstarted-microsoft-account  Note: Install all the pending updates after logging in to Microsoft account and check.  Keep us informed for any further queries. We are glad to help you.","[0, 0, 0, 0, 0, 1]"
"Hi Scott  I have tried running the Windows app troubleshooter which didn't find any problems I have created another user account and also tried to synchronize the folders but still cannot import the missing pictures which are still listed and can be viewed using Windows Explorer. So the problem of loosing pictures when trying to import to this Photo App which I and many other Window 10 users are experiencing see FEEDBACK for this Photo App still exists, why would this Photo App not install all the photos in any selected Folder and why drop random photos and not import them, this problem is not confined to one particular folder but others that I have tried to import from, it has dropped photos in every case and I cannot retrieve the photos into the Photo App, all the photos are including the ones not imported to this Photo App are still available to view in the existing folder using another Photo viewing app. ","[0, 0, 1, 1, 0, 0]"
