utterance,utterance_pos,initial_consine_similarity,consine_similarity,question_mark,duplicate,what,where,when,why,who,how,absolute_pos,norm_pos,utter_len,utter_len_unique_x,utter_len_unique_y,is_starter,contain_thank,exclamation_mark,feedback,neg,neu,pos,compound
"When I installed windows, some how Microsoft installed a V=drive and now when I boot up, I have two Windows OS's one with my account, and one with my wife's name.  Apparently, on a virtual drive that I did not create.  I really would like to get rid of  it!  What I wanted, is to be the administrator of this computer, but my wife is the only user.  ",4,0.4452717925709372,0.6383954653223892,False,False,0.0,0.0,1.0,0.0,0.0,1.0,4,1.0,211,26,26,False,False,True,True,0.02,0.948,0.031,0.196
"Hello Veronica,     Thank you for your response. As long as your Internet connection is good and you have the application open will you be kept online on Skype.   For information on changing presence status, please refer to this link: How do I change my presence status in the new Skype?   Should you have further queries, please do not hesitate to reply to this post.   Thank you.",4,0.33525760367024254,0.7750388187942833,True,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.6666666666666666,252,31,30,False,True,False,False,0.0,0.807,0.193,0.9065
"PS, I forgot to mention that different files are missing components because of the battle for space making them incomplete causing errors.  The errors that pop up is cannot continue not enough disc space, or missing what ever is missing because of one of two reasons it actually states that verbatim., either not enough disc space or file corruption. ",4,0.3321109677377347,0.4119483372803325,False,False,1.0,0.0,0.0,0.0,0.0,0.0,4,0.8,246,28,27,True,False,False,False,0.209,0.791,0.0,-0.9001
 Your advice has solved the problem. I'm thrilled about it !  The problem was that my Inbox was full.  Thank you for your prompt help. It is much appreciated. Denise Learner,3,0.19518001458970663,0.5226372947125383,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,120,18,18,True,True,True,False,0.125,0.556,0.319,0.8122
"Thanks so much for your reply!! I have followed your instructions and it has worked perfectly!1  I do have another question though! How do I replicate this to the remaining rows?? So each time Y appears in column M, I need that row to highlight Green.  Can I just replicate this or will that be a whole new formula??",5,0.2728884114549076,0.7313536817351709,True,False,0.0,0.0,0.0,0.0,1.0,0.0,5,0.5555555555555556,215,30,29,True,True,True,False,0.0,0.885,0.115,0.814
"Hi,  Windows is open to new ideas. Your feedback is highly appreciated and will help us to improve our ability to serve you and other users of Screen sketch. You can always submit your suggestions using the Windows Feedback Hub.  When you submit a feedback item, we gather additional details and information about your issue that will help our engineers address it. Feedback items regularly receive Microsoft responses on the submissions in the Feedback app so you can see what we are doing about your feedback.  You can either submit a new feedback or upvote an existing feedback item by following the steps provided on this link.  Feel free to get back to us if we can help you with anything else. ",6,0.3416214965624679,0.6999101822969139,False,False,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0,490,53,52,False,False,False,False,0.0,0.851,0.149,0.9595
"Hi Adrienne OP,   I’ll be sending you a private message to assist you further regarding your concern.   Hope this information helps.   Thanks.",2,0.15911145683514602,0.4695048270344999,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,100,14,14,False,True,False,False,0.0,0.693,0.307,0.8126
" Thanks for your reply.  If I didn't want to keep their program which I paid for, that would be the perfect solution.  I was hoping for a less drastic fix, however.  I've been using Windows since 3.1 and I know well how to delete programs.  And if I reinstall Debut (video capture tool) or any other of their products, NCH will take over context menu again, plus Start Menu as well (which I was able to manually delete).  As a last resort, I may have to delete Debut, but hoping for other less drastic fix.",3,0.4651071191551688,0.7361371935315679,False,False,0.0,0.0,0.0,0.0,0.0,1.0,3,0.6,338,43,42,True,True,False,False,0.011,0.847,0.143,0.8895
Neither method helped. The first scan found nothing wrong. The second method gave me the error 1910. It seems that my issue has been fixed somehow. Thank you. ,3,0.15249857033260467,0.47811819167265884,False,False,0.0,0.0,0.0,0.0,0.0,1.0,3,0.75,130,19,19,True,True,False,False,0.082,0.763,0.154,0.33
"My webcam works in Chrome, it works with Skype on my laptop, but it does not work with Skype on my PC.  It stopped working randomly one day, I used it on friday night and on saturday it didnt work. Nothing had changed in my PC to my awareness.  Skype finds it, but I dont get any picture. Its just a grey picture with a loading icon.  When in call I can click to activate my webcam, but its still just the grey picture.  I have tried uninstalling Skype multiple times, even a completely clean uninstall.  The problem is not my cam so I havent done anything with it. Its a Logitech C920 and I have the Logitech gaming software which it of course works perfectly fine with.  I am at a loss what to do?! This seems so incredibly weird to me! ",1,0.9999999999999999,0.8472945611220628,True,False,1.0,0.0,0.0,0.0,0.0,0.0,1,0.16666666666666666,505,60,56,True,False,True,True,0.073,0.833,0.094,0.5293
"I am working on creating MapPoint maps by linking them to Excel tables. These tables contain a lot of data which makes the maps I created cluttered and not easy to visualize information on. To solve the issue, I'm thinking about using a slicer to make the Excel tables display only part of the rows at a time and have the maps only display the data selected with the help of the slicer. I believe that it could be possible to do that by adding a COM add-in to MapPoint and writing code to tell MapPoint to only display on the map the data filtered in the Excel table using the slicer. Has anyone tried that, and if yes how can this be done? I don't really have programming skills so if that is possible, the next thing would be to help me write a code to get MapPoint to do that....Please let me know if that's completely far-fetched as it's just a crazy idea that I had to try to solve my problem. FYI, I'm using MapPoint 2011 North America and Excel 2010",1,1.0,0.9609269179181353,True,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.3333333333333333,640,73,67,True,False,False,False,0.036,0.817,0.147,0.9634
Actually I searched it on Microsoft's website only and it's saying that I am not eligible to upgrade to Windows 10 so I'll have to upgrade it to Windows 8.1 first,3,0.7228672851988781,0.836207107692336,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,108,14,14,True,False,False,False,0.0,1.0,0.0,0.0
"Hi Williamley,   Good Day!   For further troubleshooting, kindly follow the steps below:       If the issue still persists, kindly reply to this thread.   Thank you!   Marites P   Skype Community Moderator  ",3,0.16880134527170085,0.4710296365869461,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.6,155,21,21,False,True,True,False,0.0,0.63,0.37,0.9199
Good Day How do I get Skype loaded for older Mac Models?,1,1.0000000000000002,0.36204349353348086,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.16666666666666666,49,10,10,True,False,False,False,0.0,0.791,0.209,0.4404
"I have tried to alert Microsoft through its Feedback Hub but could not get a connection. While other websites could be reached and there was nothing wrong with my network, I simply could not activate the Feedback Hub.  The answer to my question is very simple. Settings > Devices > Typing >Switch off Autocorrect misspelled words does not work in Windows 10 Mail.  What does work, is choosing a matching keyboard/language option in the Language Bar (on the left of the date/time display on the Taskbar). Choose a keyboard/language option matching the language of an email being written in Windows 10 Mail. If the language, according to the Language Bar setting, is English, then words typed into the email will be auto-corrected to English, regardless of the language used while typing the email.  Microsoft has given the wrong answer in every attempt by a user to contact you in order to solve the auto-correct problem in Windows 10 Mail. I have even tried Windows Chat Support and got the same wrong answer. The wrong information given cannot be fixed by going to the Feedback Hub. Please alert the head of Support to this issue.  , ",3,0.590703417911128,0.8818513060617733,False,True,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,819,72,68,True,False,False,True,0.073,0.83,0.098,0.3779
" Yes, I know. It's hard to say, but file explorer seems to be using more time than expected. But after that, what can I do?  The problem has gone away after I did an ""online repair"" (which seems to be a simple reinstall of Office, except that it keeps my data). I hope it stays that way.",3,0.3414385902044891,0.6865880740544373,True,False,1.0,0.0,0.0,0.0,0.0,0.0,3,0.6,186,29,29,True,False,False,False,0.075,0.835,0.09,0.2382
"Ohhhh okay! Great this makes a lot more sense.  Sorry for the confusion on my part.  Thanks for the follow-up, I think this will make the process a lot smoother!",5,0.1831167551911786,0.49107466716656006,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,108,16,15,True,True,True,False,0.099,0.653,0.248,0.7721
"Hi Donnie,   Please first check the article below: You encounter broken images and an rld2 or rld3 error. This was an issue caused by saving presentation on removable media, such as USB, or saving a presentation on a mounted network drive (AFP, NFS, SMB). It should be fixed from the 15.34 version. However, the missing images need to be inserted manually again. As you mentioned you are in 15.37, please provide the information below for our more investigation:   Thanks, Susan",2,0.2390739495013713,0.7678593202912553,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,348,44,44,False,True,False,False,0.089,0.824,0.087,-0.0571
"I have a very specific issue with MS PowerPoint. When I insert a table and try to resize it, I get an error box saying PowerPoint has encountered a problem and must shutdown. Really irritating! Would welcome any ideas on how to fix",1,1.0000000000000002,0.7366225414397617,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.3333333333333333,175,24,24,True,False,True,False,0.175,0.761,0.064,-0.6928
"Hi,I When I  used insert object for copying Excel table to ppt slide ( and definitely clicked link), I couldn't open Hyperling (in excel table) in coppied ppt slide. Also I tried to use paste special  for same thing but again it didn't work. Could you help me? because  this hyperling must be worked and also My excel should be updated when excel table is changed. I Must solve this problem quickly. ",1,1.0000000000000002,0.5817147537977965,True,True,0.0,0.0,1.0,0.0,0.0,0.0,1,0.3333333333333333,295,35,33,True,False,False,False,0.047,0.711,0.242,0.9356
"Hello,   Blue Screen Of Death error occurs when your computer is already corrupted. To help you resolve your concern, kindly follow the steps on this link.  Do let us know if you have any other concerns.",2,0.1690308509457033,0.5793406538646663,False,False,0.0,0.0,1.0,0.0,0.0,0.0,2,0.25,144,23,22,False,False,False,False,0.143,0.672,0.184,0.2263
hi I говорю по руски хочю разговаривать с другими англискими людьми,6,0.12838634822635545,0.15297823451074144,False,False,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,62,9,9,False,False,False,False,0.0,1.0,0.0,0.0
"In my laptop, windows 8 a series of number automatically appear in the browser box or search box, how to fix? Thankyou ",1,1.0000000000000002,0.45237893119445,True,False,0.0,0.0,0.0,0.0,0.0,1.0,1,0.2,93,13,13,True,True,False,False,0.0,0.942,0.058,0.0772
"Hello,  Are you referring to the Asus 17.3""..... video? http://www.bing.com/videos/search?q=ASUS+17.3%22+ROG+G751%2C+FPS+TEST+GTX970M&go=Submit+Query&qs=ds&form=QBVLPG",4,0.08740748201220976,0.4022612456382559,True,False,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,140,14,14,False,False,False,False,0.0,1.0,0.0,0.0
